Experiment; Time; X; Y; Z
Complete Physics Engine - Steep Hilly Terrain - Fast x; 18,60; 144,37; -1,46; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 18,70; 144,98; 4,53; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 18,80; 145,59; 8,80; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 18,90; 146,17; 9,96; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 19,00; 146,76; 7,81; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 19,10; 147,37; 2,86; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 19,20; 147,98; -3,21; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 19,30; 148,61; -8,16; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 19,40; 149,25; -10,00; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 19,50; 149,89; -7,90; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 19,60; 150,50; -2,95; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 19,70; 151,10; 2,97; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 19,80; 151,69; 7,79; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 19,90; 152,26; 9,94; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 20,00; 152,82; 8,98; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 20,10; 153,41; 5,04; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 20,20; 154,01; -0,70; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 20,30; 154,62; -6,27; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 20,40; 155,24; -9,63; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 20,50; 155,85; -9,41; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 20,60; 156,44; -5,97; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 20,70; 157,01; -0,67; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 20,80; 157,57; 4,75; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 20,90; 158,13; 8,65; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 21,00; 158,65; 10,00; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 21,10; 159,18; 8,64; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 21,20; 159,72; 4,76; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 21,30; 160,28; -0,61; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 21,40; 160,85; -5,88; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 21,50; 161,43; -9,35; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 21,60; 162,03; -9,71; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 21,70; 162,63; -6,70; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 21,80; 163,21; -1,54; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 21,90; 163,78; 4,03; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 22,00; 164,34; 8,27; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 22,10; 164,88; 9,98; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 22,20; 165,40; 8,92; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 22,30; 165,95; 5,25; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 22,40; 166,51; -0,10; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 22,50; 167,09; -5,49; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 22,60; 167,67; -9,19; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 22,70; 168,28; -9,79; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 22,80; 168,88; -6,93; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 22,90; 169,47; -1,79; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 23,00; 170,04; 3,86; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 23,10; 170,61; 8,20; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 23,20; 171,15; 9,98; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 23,30; 171,69; 8,92; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 23,40; 172,24; 5,19; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 23,50; 172,81; -0,23; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 23,60; 173,39; -5,65; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 23,70; 173,98; -9,29; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 23,80; 174,59; -9,73; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 23,90; 175,20; -6,66; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 24,00; 175,79; -1,35; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 24,10; 176,38; 4,32; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 24,20; 176,95; 8,51; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 24,30; 177,50; 10,00; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 24,40; 178,04; 8,57; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 24,50; 178,61; 4,46; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 24,60; 179,19; -1,15; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 24,70; 179,77; -6,46; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 24,80; 180,37; -9,64; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 24,90; 180,97; -9,46; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 25,00; 181,54; -6,23; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 25,10; 182,09; -1,20; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 25,20; 182,63; 4,10; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 25,30; 183,17; 8,16; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 25,40; 183,68; 9,95; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 25,50; 184,18; 9,22; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 25,60; 184,71; 6,01; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 25,70; 185,25; 1,04; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 25,80; 185,80; -4,32; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 25,90; 186,36; -8,46; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 26,00; 186,94; -10,00; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 26,10; 187,51; -8,32; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 26,20; 188,06; -4,21; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 26,30; 188,60; 1,01; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 26,40; 189,12; 5,87; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 26,50; 189,64; 9,09; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 26,60; 190,12; 9,98; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 26,70; 190,62; 8,53; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 26,80; 191,13; 4,86; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 26,90; 191,65; -0,17; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 27,00; 192,19; -5,24; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 27,10; 192,73; -8,90; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 27,20; 193,30; -9,95; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 27,30; 193,86; -7,97; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 27,40; 194,39; -3,78; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 27,50; 194,91; 1,35; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 27,60; 195,43; 6,04; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 27,70; 195,93; 9,12; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 27,80; 196,40; 9,99; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 27,90; 196,88; 8,63; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 28,00; 197,38; 5,16; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 28,10; 197,89; 0,31; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 28,20; 198,41; -4,71; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 28,30; 198,94; -8,53; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 28,40; 199,49; -10,00; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 28,50; 200,04; -8,54; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 28,60; 200,56; -4,83; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 28,70; 201,07; 0,05; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 28,80; 201,57; 4,82; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 28,90; 202,05; 8,36; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 29,00; 202,52; 9,94; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 29,10; 202,98; 9,42; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 29,20; 203,46; 6,76; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 29,30; 203,96; 2,41; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 29,40; 204,47; -2,63; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 29,50; 204,99; -7,07; 0,00
Complete Physics Engine - Steep Hilly Terrain - Fast x; 29,60; 205,52; -9,68; 0,00
