Experiment; Time; X; Y; Z
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 29,10; 121,04; -8,23; 121,92
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 29,20; 121,41; -8,58; 122,22
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 29,30; 121,75; -6,96; 122,52
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 29,40; 122,08; -4,05; 122,83
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 29,50; 122,40; -0,97; 123,13
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 29,60; 122,71; 1,15; 123,44
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 29,70; 123,01; 1,59; 123,74
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 29,80; 123,29; 0,21; 124,06
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 29,90; 123,57; -2,58; 124,40
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 30,00; 123,85; -5,85; 124,74
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 30,10; 124,14; -8,42; 125,10
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 30,20; 124,42; -9,29; 125,47
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 30,30; 124,68; -8,17; 125,85
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 30,40; 124,93; -5,68; 126,23
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 30,50; 125,16; -2,87; 126,60
Complete Physics Engine - Steep Hilly Terrain - Diagonal; 30,60; 125,38; -0,76; 126,96
